session_id,total_clicks,avg_price,total_spent,max_price,min_price,unique_pages,max_page,country,unique_products,unique_categories,product_exploration_ratio,page_progression_ratio,conversion,revenue
6866,8,37.375,299,43,33,2,2,29,8,3,1.0,1.0,0,299
6867,3,40.333333333333336,121,57,26,3,3,9,3,3,1.0,1.0,0,121
6868,2,57.0,114,62,52,2,2,29,2,1,1.0,1.0,0,114
6869,2,47.5,95,57,38,2,2,29,2,2,1.0,1.0,0,95
6871,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
6872,6,43.5,261,62,28,2,2,29,6,3,1.0,1.0,0,261
6873,1,52.0,52,52,52,1,1,29,1,1,1.0,1.0,0,52
6875,1,48.0,48,48,48,1,1,29,1,1,1.0,1.0,0,48
6876,11,37.0,407,57,28,4,4,29,11,2,1.0,1.0,0,407
6877,4,47.75,191,72,38,1,1,9,4,1,1.0,1.0,0,191
6878,1,52.0,52,52,52,1,1,29,1,1,1.0,1.0,0,52
6879,1,57.0,57,57,57,1,1,29,1,1,1.0,1.0,0,57
6880,6,45.166666666666664,271,57,38,2,2,29,6,1,1.0,1.0,0,271
6881,1,43.0,43,43,43,1,1,29,1,1,1.0,1.0,0,43
6882,2,57.0,114,62,52,1,1,29,2,1,1.0,1.0,0,114
6883,22,45.40909090909091,999,67,28,3,4,29,21,4,0.9545454545454546,1.3333333333333333,0,999
6884,12,39.0,468,52,28,4,4,29,12,3,1.0,1.0,0,468
6885,4,37.75,151,57,28,2,2,29,4,3,1.0,1.0,0,151
6886,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
6887,1,48.0,48,48,48,1,1,29,1,1,1.0,1.0,0,48
6888,2,54.0,108,65,43,2,2,16,2,2,1.0,1.0,0,108
6889,1,33.0,33,33,33,1,1,29,1,1,1.0,1.0,0,33
6890,6,37.0,222,52,23,1,1,29,6,3,1.0,1.0,0,222
6892,3,38.0,114,48,28,3,3,29,3,2,1.0,1.0,0,114
6893,7,53.0,371,82,26,2,3,29,5,2,0.7142857142857143,1.5,0,371
6894,3,53.666666666666664,161,57,52,1,1,29,3,1,1.0,1.0,0,161
6895,6,54.0,324,67,38,2,2,29,6,1,1.0,1.0,0,324
6896,2,40.5,81,43,38,1,1,29,2,1,1.0,1.0,0,81
6897,4,51.0,204,57,33,2,4,29,4,2,1.0,2.0,0,204
6898,2,64.5,129,67,62,2,2,29,2,2,1.0,1.0,0,129
6899,6,33.0,198,38,23,1,1,9,5,2,0.8333333333333334,1.0,0,198
6900,9,36.22222222222222,326,57,23,3,3,29,8,3,0.8888888888888888,1.0,0,326
6901,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
6902,4,50.75,203,82,28,2,2,9,4,2,1.0,1.0,0,203
6903,6,45.166666666666664,271,67,33,2,2,29,6,3,1.0,1.0,0,271
6904,1,38.0,38,38,38,1,1,46,1,1,1.0,1.0,0,38
6905,1,48.0,48,48,48,1,1,46,1,1,1.0,1.0,0,48
6908,7,40.57142857142857,284,52,23,1,1,29,6,3,0.8571428571428571,1.0,0,284
6909,2,48.0,96,48,48,1,1,46,2,1,1.0,1.0,0,96
6910,5,36.0,180,43,23,3,4,29,5,1,1.0,1.3333333333333333,0,180
6911,19,40.78947368421053,775,57,28,5,5,29,19,2,1.0,1.0,1,775
6912,4,35.5,142,48,23,3,5,29,4,1,1.0,1.6666666666666667,1,142
6913,2,38.0,76,38,38,1,1,29,2,1,1.0,1.0,0,76
6914,1,43.0,43,43,43,1,2,29,1,1,1.0,2.0,0,43
6915,8,30.5,244,48,23,4,4,29,7,3,0.875,1.0,0,244
6916,2,38.0,76,38,38,2,2,9,2,1,1.0,1.0,0,76
6917,9,40.55555555555556,365,67,28,3,3,9,9,3,1.0,1.0,0,365
6918,10,39.4,394,57,28,3,3,29,10,4,1.0,1.0,0,394
6919,7,46.142857142857146,323,72,28,2,2,29,7,3,1.0,1.0,0,323
6920,3,52.333333333333336,157,67,33,2,2,29,3,2,1.0,1.0,0,157
6921,9,46.0,414,62,33,3,3,29,9,3,1.0,1.0,0,414
6922,2,43.0,86,48,38,1,1,29,2,2,1.0,1.0,0,86
6923,14,39.142857142857146,548,60,28,3,3,29,14,4,1.0,1.0,0,548
6924,5,42.4,212,62,20,2,3,9,5,3,1.0,1.5,0,212
6925,2,35.5,71,38,33,1,1,29,2,2,1.0,1.0,0,71
6926,2,43.0,86,48,38,2,2,9,2,2,1.0,1.0,0,86
6927,4,50.75,203,62,33,2,3,9,4,2,1.0,1.5,0,203
6928,10,46.7,467,72,28,1,1,9,10,1,1.0,1.0,0,467
6929,1,33.0,33,33,33,1,1,46,1,1,1.0,1.0,0,33
6931,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
6932,1,38.0,38,38,38,1,1,9,1,1,1.0,1.0,0,38
6933,5,54.2,271,67,38,2,2,29,5,1,1.0,1.0,0,271
6934,1,48.0,48,48,48,1,1,29,1,1,1.0,1.0,0,48
6935,1,52.0,52,52,52,1,1,41,1,1,1.0,1.0,0,52
6936,1,57.0,57,57,57,1,2,9,1,1,1.0,2.0,0,57
6937,1,67.0,67,67,67,1,2,29,1,1,1.0,2.0,0,67
6938,2,30.5,61,33,28,2,3,9,2,1,1.0,1.5,0,61
6939,7,42.857142857142854,300,52,38,3,3,29,7,2,1.0,1.0,0,300
6940,31,44.32258064516129,1374,72,20,5,5,29,31,4,1.0,1.0,1,1374
6941,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
6943,7,40.0,280,82,28,3,3,9,7,2,1.0,1.0,0,280
6944,1,57.0,57,57,57,1,1,46,1,1,1.0,1.0,0,57
6945,2,64.5,129,67,62,1,1,29,2,1,1.0,1.0,0,129
6946,1,57.0,57,57,57,1,2,29,1,1,1.0,2.0,0,57
6947,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
6948,8,42.875,343,52,33,1,5,42,8,1,1.0,5.0,1,343
6949,8,50.0,400,62,38,1,1,9,8,3,1.0,1.0,0,400
6950,1,38.0,38,38,38,1,1,9,1,1,1.0,1.0,0,38
6951,6,49.166666666666664,295,67,38,2,2,29,6,1,1.0,1.0,0,295
6952,3,46.333333333333336,139,48,43,1,1,29,3,1,1.0,1.0,0,139
6953,2,46.5,93,60,33,1,1,29,2,1,1.0,1.0,0,93
6955,12,47.583333333333336,571,62,28,3,3,9,12,3,1.0,1.0,0,571
6956,4,39.25,157,48,28,3,3,9,4,1,1.0,1.0,0,157
6957,1,52.0,52,52,52,1,1,46,1,1,1.0,1.0,0,52
6958,2,72.0,144,82,62,1,1,29,2,1,1.0,1.0,0,144
6959,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
6960,4,40.5,162,48,33,1,1,29,4,2,1.0,1.0,0,162
6961,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
6962,67,40.417910447761194,2708,72,23,5,5,29,61,4,0.9104477611940298,1.0,1,2708
6963,1,43.0,43,43,43,1,1,24,1,1,1.0,1.0,0,43
6964,1,62.0,62,62,62,1,1,41,1,1,1.0,1.0,0,62
6965,7,45.42857142857143,318,62,28,1,1,41,4,1,0.5714285714285714,1.0,0,318
6966,5,51.2,256,82,38,3,3,29,5,2,1.0,1.0,0,256
6967,1,28.0,28,28,28,1,3,29,1,1,1.0,3.0,0,28
6968,6,34.666666666666664,208,48,23,1,1,9,4,2,0.6666666666666666,1.0,0,208
6969,3,51.0,153,62,43,1,1,9,3,2,1.0,1.0,0,153
6970,1,28.0,28,28,28,1,1,29,1,1,1.0,1.0,0,28
6971,2,47.5,95,57,38,1,2,29,2,1,1.0,2.0,0,95
6973,3,54.0,162,62,38,1,1,9,2,1,0.6666666666666666,1.0,0,162
6974,2,62.0,124,67,57,2,2,29,2,1,1.0,1.0,0,124
6975,44,48.18181818181818,2120,82,28,4,4,9,36,3,0.8181818181818182,1.0,0,2120
6976,8,45.375,363,82,38,2,2,9,5,2,0.625,1.0,0,363
6977,25,45.12,1128,60,33,2,2,9,24,2,0.96,1.0,0,1128
6978,13,51.76923076923077,673,67,33,2,2,9,11,2,0.8461538461538461,1.0,0,673
6979,3,60.333333333333336,181,62,57,1,1,29,3,1,1.0,1.0,0,181
6980,22,37.90909090909091,834,52,20,4,4,29,20,3,0.9090909090909091,1.0,0,834
6981,22,42.04545454545455,925,67,28,4,4,29,20,3,0.9090909090909091,1.0,0,925
6982,8,36.75,294,48,23,4,5,29,6,3,0.75,1.25,1,294
6983,4,50.0,200,62,38,2,2,29,4,1,1.0,1.0,0,200
6984,2,35.5,71,38,33,2,3,29,2,1,1.0,1.5,0,71
6985,27,38.55555555555556,1041,62,23,5,5,29,23,4,0.8518518518518519,1.0,1,1041
6986,6,53.833333333333336,323,72,43,1,1,29,6,2,1.0,1.0,0,323
6987,6,49.833333333333336,299,62,33,3,3,29,6,3,1.0,1.0,0,299
6988,4,48.75,195,62,33,3,3,29,4,3,1.0,1.0,0,195
6989,3,49.333333333333336,148,62,38,2,2,29,3,2,1.0,1.0,0,148
6990,3,39.666666666666664,119,48,33,2,2,29,3,2,1.0,1.0,0,119
6991,3,39.666666666666664,119,43,38,1,1,29,2,1,0.6666666666666666,1.0,0,119
6992,11,44.09090909090909,485,62,28,3,5,29,9,2,0.8181818181818182,1.6666666666666667,1,485
6993,1,38.0,38,38,38,1,2,29,1,1,1.0,2.0,0,38
6995,4,58.5,234,67,38,2,2,29,4,1,1.0,1.0,0,234
6998,14,39.0,546,60,23,5,5,29,12,3,0.8571428571428571,1.0,1,546
6999,3,39.333333333333336,118,52,28,2,3,29,3,2,1.0,1.5,0,118
7000,1,52.0,52,52,52,1,1,29,1,1,1.0,1.0,0,52
7001,2,45.0,90,52,38,1,1,29,2,1,1.0,1.0,0,90
7002,39,40.97435897435897,1598,60,20,5,5,29,38,4,0.9743589743589743,1.0,1,1598
7003,1,62.0,62,62,62,1,2,29,1,1,1.0,2.0,0,62
7004,4,34.25,137,38,28,2,3,29,4,1,1.0,1.5,0,137
7005,2,67.0,134,72,62,1,1,29,2,1,1.0,1.0,0,134
7006,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
7007,4,51.75,207,72,28,4,4,29,4,2,1.0,1.0,0,207
7008,3,47.333333333333336,142,57,33,2,2,29,3,2,1.0,1.0,0,142
7009,2,49.0,98,60,38,2,2,29,2,2,1.0,1.0,0,98
7010,4,49.75,199,65,43,1,1,29,4,2,1.0,1.0,0,199
7011,11,36.81818181818182,405,65,23,1,1,29,11,1,1.0,1.0,0,405
7012,10,42.2,422,62,23,2,2,29,10,4,1.0,1.0,0,422
7013,3,44.333333333333336,133,62,33,1,1,29,3,2,1.0,1.0,0,133
7014,2,43.0,86,43,43,2,3,29,2,1,1.0,1.5,0,86
7015,5,37.6,188,48,26,3,3,29,5,2,1.0,1.0,0,188
7016,5,38.0,190,48,28,2,3,29,5,2,1.0,1.5,0,190
7017,3,21.0,63,23,20,2,3,29,2,2,0.6666666666666666,1.5,0,63
7018,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
7019,1,57.0,57,57,57,1,4,29,1,1,1.0,4.0,0,57
7021,2,23.0,46,23,23,1,1,29,2,1,1.0,1.0,0,46
7022,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
7023,6,51.666666666666664,310,67,28,1,1,29,6,4,1.0,1.0,0,310
7024,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
7025,2,45.0,90,62,28,1,1,9,2,1,1.0,1.0,0,90
7026,4,47.5,190,62,33,1,1,29,4,2,1.0,1.0,0,190
7028,6,50.166666666666664,301,62,38,3,4,29,6,3,1.0,1.3333333333333333,0,301
7029,3,31.333333333333332,94,38,23,2,2,29,3,2,1.0,1.0,0,94
7030,7,45.42857142857143,318,62,28,2,2,29,7,2,1.0,1.0,0,318
7031,1,52.0,52,52,52,1,1,29,1,1,1.0,1.0,0,52
7032,1,33.0,33,33,33,1,1,29,1,1,1.0,1.0,0,33
7033,2,40.5,81,48,33,1,1,29,2,2,1.0,1.0,0,81
7034,2,42.5,85,57,28,2,3,29,2,2,1.0,1.5,0,85
7035,10,39.2,392,50,23,3,3,29,10,2,1.0,1.0,0,392
7036,28,41.285714285714285,1156,67,28,4,4,29,25,4,0.8928571428571429,1.0,0,1156
7037,9,44.111111111111114,397,62,28,3,3,29,8,3,0.8888888888888888,1.0,0,397
7038,1,48.0,48,48,48,1,3,29,1,1,1.0,3.0,0,48
7039,4,41.5,166,62,28,3,3,29,4,1,1.0,1.0,0,166
7040,35,42.02857142857143,1471,62,20,5,5,29,29,4,0.8285714285714286,1.0,1,1471
7041,1,43.0,43,43,43,1,1,29,1,1,1.0,1.0,0,43
7042,2,38.0,76,38,38,2,2,29,2,2,1.0,1.0,0,76
7043,2,38.0,76,38,38,1,1,29,2,1,1.0,1.0,0,76
7044,1,82.0,82,82,82,1,1,29,1,1,1.0,1.0,0,82
7045,1,38.0,38,38,38,1,2,29,1,1,1.0,2.0,0,38
7046,4,35.5,142,43,28,4,5,29,4,2,1.0,1.25,1,142
7048,1,28.0,28,28,28,1,1,18,1,1,1.0,1.0,0,28
7049,1,48.0,48,48,48,1,1,29,1,1,1.0,1.0,0,48
7050,2,40.5,81,48,33,2,5,29,2,1,1.0,2.5,1,81
7051,1,28.0,28,28,28,1,1,29,1,1,1.0,1.0,0,28
7052,7,39.285714285714285,275,52,28,3,3,29,7,2,1.0,1.0,0,275
7053,1,33.0,33,33,33,1,1,29,1,1,1.0,1.0,0,33
7054,1,28.0,28,28,28,1,1,29,1,1,1.0,1.0,0,28
7055,6,46.0,276,67,28,3,3,29,6,4,1.0,1.0,0,276
7056,2,45.0,90,52,38,1,1,29,2,1,1.0,1.0,0,90
7057,2,59.5,119,62,57,2,3,29,2,2,1.0,1.5,0,119
7058,4,47.5,190,62,33,2,2,9,4,2,1.0,1.0,0,190
7060,1,48.0,48,48,48,1,1,29,1,1,1.0,1.0,0,48
7061,20,46.15,923,67,23,2,2,29,17,4,0.85,1.0,0,923
7062,1,43.0,43,43,43,1,1,46,1,1,1.0,1.0,0,43
7065,1,52.0,52,52,52,1,1,46,1,1,1.0,1.0,0,52
7066,1,43.0,43,43,43,1,1,46,1,1,1.0,1.0,0,43
7067,1,28.0,28,28,28,1,1,46,1,1,1.0,1.0,0,28
7068,2,56.0,112,57,55,2,3,29,2,1,1.0,1.5,0,112
7069,2,33.0,66,33,33,1,1,29,2,1,1.0,1.0,0,66
7070,12,46.0,552,67,28,3,3,29,12,3,1.0,1.0,0,552
7071,3,38.0,114,38,38,1,1,29,1,1,0.3333333333333333,1.0,0,114
7072,1,28.0,28,28,28,1,2,29,1,1,1.0,2.0,0,28
7073,2,48.0,96,48,48,1,1,29,2,1,1.0,1.0,0,96
7074,4,46.25,185,57,38,2,2,29,4,2,1.0,1.0,0,185
7075,2,48.0,96,48,48,1,1,29,2,1,1.0,1.0,0,96
7076,2,47.5,95,62,33,2,3,29,2,1,1.0,1.5,0,95
7077,5,44.2,221,62,26,3,3,9,4,2,0.8,1.0,0,221
7078,22,41.81818181818182,920,62,18,4,4,9,22,3,1.0,1.0,0,920
7079,4,49.0,196,57,43,1,1,29,4,3,1.0,1.0,0,196
7080,74,44.148648648648646,3267,67,23,5,5,29,58,4,0.7837837837837838,1.0,1,3267
7081,8,50.625,405,62,38,1,1,29,7,2,0.875,1.0,0,405
7082,30,44.7,1341,77,28,4,4,29,29,4,0.9666666666666667,1.0,0,1341
7083,1,28.0,28,28,28,1,3,29,1,1,1.0,3.0,0,28
7084,4,48.75,195,57,38,2,2,29,4,1,1.0,1.0,0,195
7085,1,28.0,28,28,28,1,1,29,1,1,1.0,1.0,0,28
7086,17,41.35294117647059,703,62,23,4,4,29,17,4,1.0,1.0,0,703
7087,1,72.0,72,72,72,1,1,29,1,1,1.0,1.0,0,72
7088,13,46.07692307692308,599,62,28,3,3,29,13,3,1.0,1.0,0,599
7089,5,48.6,243,62,38,3,3,29,3,1,0.6,1.0,0,243
7090,4,33.0,132,48,23,3,5,29,4,3,1.0,1.6666666666666667,1,132
7091,10,50.2,502,62,33,2,2,29,10,2,1.0,1.0,0,502
7092,2,50.0,100,62,38,1,2,29,2,1,1.0,2.0,0,100
7093,4,50.0,200,62,28,3,3,29,4,3,1.0,1.0,0,200
7094,2,35.5,71,43,28,1,1,9,2,1,1.0,1.0,0,71
7095,2,38.0,76,48,28,2,3,9,2,1,1.0,1.5,0,76
7096,2,45.0,90,52,38,1,1,29,2,2,1.0,1.0,0,90
7097,2,40.5,81,43,38,1,1,29,2,2,1.0,1.0,0,81
7098,2,47.5,95,62,33,1,1,38,2,2,1.0,1.0,0,95
7099,4,43.75,175,57,28,2,2,29,4,2,1.0,1.0,0,175
7100,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
7101,18,43.833333333333336,789,62,23,3,3,42,9,3,0.5,1.0,0,789
7102,8,47.625,381,72,33,2,2,42,8,4,1.0,1.0,0,381
7103,1,43.0,43,43,43,1,1,9,1,1,1.0,1.0,0,43
7104,1,38.0,38,38,38,1,3,42,1,1,1.0,3.0,0,38
7105,13,49.30769230769231,641,82,28,1,1,9,12,3,0.9230769230769231,1.0,0,641
7106,3,64.0,192,82,28,1,1,46,2,2,0.6666666666666666,1.0,0,192
7107,2,35.5,71,38,33,1,1,29,2,1,1.0,1.0,0,71
7108,10,43.6,436,67,23,1,1,29,9,4,0.9,1.0,0,436
7109,9,38.77777777777778,349,50,28,3,3,29,9,2,1.0,1.0,0,349
7110,2,38.0,76,43,33,2,5,29,2,1,1.0,2.5,1,76
7111,31,51.516129032258064,1597,82,20,4,4,9,21,2,0.6774193548387096,1.0,0,1597
7112,16,31.75,508,38,23,4,4,24,8,2,0.5,1.0,0,508
7113,20,40.3,806,62,26,5,5,21,14,3,0.7,1.0,1,806
7114,5,44.8,224,62,38,1,1,29,5,3,1.0,1.0,0,224
7115,15,45.13333333333333,677,82,23,2,2,29,13,2,0.8666666666666667,1.0,0,677
7116,4,47.5,190,52,38,1,1,29,4,2,1.0,1.0,0,190
7117,2,57.0,114,62,52,1,1,29,2,1,1.0,1.0,0,114
7118,10,49.0,490,67,33,2,2,9,7,1,0.7,1.0,0,490
7119,39,53.743589743589745,2096,82,28,3,3,9,17,2,0.4358974358974359,1.0,0,2096
7120,3,52.666666666666664,158,62,48,1,1,29,3,2,1.0,1.0,0,158
7121,2,40.5,81,48,33,1,1,9,2,1,1.0,1.0,0,81
7122,12,44.666666666666664,536,62,28,3,3,9,10,2,0.8333333333333334,1.0,0,536
7123,3,58.666666666666664,176,62,57,2,3,9,3,2,1.0,1.5,0,176
7124,6,44.333333333333336,266,57,28,3,4,29,6,3,1.0,1.3333333333333333,0,266
7125,13,42.92307692307692,558,67,28,4,4,29,12,3,0.9230769230769231,1.0,0,558
7126,3,33.0,99,38,28,1,1,29,3,1,1.0,1.0,0,99
7127,4,30.0,120,33,26,3,4,29,4,1,1.0,1.3333333333333333,0,120
7128,12,41.833333333333336,502,57,23,2,2,29,12,4,1.0,1.0,0,502
7129,1,28.0,28,28,28,1,1,29,1,1,1.0,1.0,0,28
7130,6,40.333333333333336,242,67,23,3,4,29,6,3,1.0,1.3333333333333333,0,242
7131,11,44.27272727272727,487,82,28,2,2,29,11,3,1.0,1.0,0,487
7132,1,52.0,52,52,52,1,1,29,1,1,1.0,1.0,0,52
7133,21,38.80952380952381,815,62,23,5,5,29,20,3,0.9523809523809523,1.0,1,815
7134,9,39.77777777777778,358,57,20,3,3,29,9,2,1.0,1.0,0,358
7135,4,57.0,228,57,57,1,2,29,2,1,0.5,2.0,0,228
7136,22,41.54545454545455,914,67,20,4,4,29,17,3,0.7727272727272727,1.0,0,914
7137,10,48.5,485,57,28,3,5,29,8,4,0.8,1.6666666666666667,1,485
7138,5,35.8,179,52,23,1,1,29,5,2,1.0,1.0,0,179
7139,6,46.0,276,72,33,3,3,29,6,3,1.0,1.0,0,276
7140,1,33.0,33,33,33,1,1,29,1,1,1.0,1.0,0,33
7141,1,67.0,67,67,67,1,1,29,1,1,1.0,1.0,0,67
7142,10,41.0,410,50,26,3,3,29,10,3,1.0,1.0,0,410
7143,2,52.5,105,57,48,1,1,29,2,2,1.0,1.0,0,105
7144,1,38.0,38,38,38,1,2,29,1,1,1.0,2.0,0,38
7145,11,49.0,539,72,28,1,1,29,7,1,0.6363636363636364,1.0,0,539
7146,5,48.6,243,67,38,2,2,29,5,1,1.0,1.0,0,243
7147,2,40.5,81,48,33,2,3,29,2,1,1.0,1.5,0,81
7149,11,41.36363636363637,455,62,23,2,4,29,11,3,1.0,2.0,0,455
7150,2,48.0,96,48,48,1,1,9,1,1,0.5,1.0,0,96
7151,1,43.0,43,43,43,1,1,29,1,1,1.0,1.0,0,43
7152,2,47.5,95,57,38,1,1,29,2,1,1.0,1.0,0,95
7153,3,44.333333333333336,133,57,38,2,2,29,3,1,1.0,1.0,0,133
7154,1,33.0,33,33,33,1,1,29,1,1,1.0,1.0,0,33
7155,9,35.111111111111114,316,62,28,2,2,29,8,2,0.8888888888888888,1.0,0,316
7156,2,50.0,100,62,38,2,2,29,2,1,1.0,1.0,0,100
7157,3,49.0,147,57,38,1,1,29,3,1,1.0,1.0,0,147
7158,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
7159,14,40.07142857142857,561,62,23,4,4,29,14,3,1.0,1.0,0,561
7160,3,63.666666666666664,191,67,62,1,1,29,2,1,0.6666666666666666,1.0,0,191
7161,3,33.0,99,38,28,3,3,29,3,2,1.0,1.0,0,99
7162,10,37.0,370,48,28,3,3,29,8,3,0.8,1.0,0,370
7163,3,53.333333333333336,160,62,38,1,1,29,3,1,1.0,1.0,0,160
7164,1,43.0,43,43,43,1,1,29,1,1,1.0,1.0,0,43
7165,9,35.77777777777778,322,48,23,3,3,9,9,2,1.0,1.0,0,322
7166,4,40.25,161,57,28,4,4,29,4,2,1.0,1.0,0,161
7167,1,28.0,28,28,28,1,3,29,1,1,1.0,3.0,0,28
7168,1,33.0,33,33,33,1,1,29,1,1,1.0,1.0,0,33
7169,5,41.8,209,57,38,2,2,29,5,2,1.0,1.0,0,209
7170,4,50.75,203,62,38,1,1,29,4,3,1.0,1.0,0,203
7171,10,46.1,461,82,28,2,2,29,10,2,1.0,1.0,0,461
7172,1,28.0,28,28,28,1,1,29,1,1,1.0,1.0,0,28
7173,4,52.5,210,62,43,2,2,29,4,1,1.0,1.0,0,210
7174,6,55.833333333333336,335,62,52,2,2,29,5,2,0.8333333333333334,1.0,0,335
7175,2,30.5,61,38,23,1,1,29,2,1,1.0,1.0,0,61
7176,6,42.333333333333336,254,60,28,3,3,29,5,2,0.8333333333333334,1.0,0,254
7177,18,46.44444444444444,836,67,28,3,3,29,17,3,0.9444444444444444,1.0,0,836
7178,3,38.0,114,43,33,3,4,29,3,2,1.0,1.3333333333333333,0,114
7179,1,57.0,57,57,57,1,1,29,1,1,1.0,1.0,0,57
7180,1,23.0,23,23,23,1,1,29,1,1,1.0,1.0,0,23
7181,6,51.666666666666664,310,67,38,2,2,29,5,2,0.8333333333333334,1.0,0,310
7182,1,38.0,38,38,38,1,2,29,1,1,1.0,2.0,0,38
7183,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
7184,4,58.0,232,82,28,1,1,29,4,1,1.0,1.0,0,232
7185,17,46.05882352941177,783,62,28,3,3,29,16,3,0.9411764705882353,1.0,0,783
7186,6,38.0,228,48,28,4,5,29,5,1,0.8333333333333334,1.25,1,228
7187,13,41.53846153846154,540,52,33,3,3,29,12,3,0.9230769230769231,1.0,0,540
7188,2,62.0,124,67,57,1,2,29,2,1,1.0,2.0,0,124
7189,4,45.25,181,57,38,3,3,29,4,3,1.0,1.0,0,181
7190,4,45.25,181,62,38,2,2,9,4,1,1.0,1.0,0,181
7191,4,42.75,171,57,28,3,4,9,4,2,1.0,1.3333333333333333,0,171
7192,2,49.0,98,60,38,1,1,29,2,1,1.0,1.0,0,98
7193,1,62.0,62,62,62,1,1,29,1,1,1.0,1.0,0,62
7194,1,38.0,38,38,38,1,2,46,1,1,1.0,2.0,0,38
7195,24,42.625,1023,72,28,3,3,29,18,3,0.75,1.0,0,1023
7196,4,50.0,200,52,48,2,2,16,3,2,0.75,1.0,0,200
7197,4,63.25,253,67,57,2,2,29,4,1,1.0,1.0,0,253
7198,7,43.57142857142857,305,52,28,3,3,44,7,2,1.0,1.0,0,305
7199,2,47.5,95,57,38,1,2,29,2,1,1.0,2.0,0,95
7200,2,62.0,124,62,62,1,1,9,1,1,0.5,1.0,0,124
7201,9,43.22222222222222,389,67,28,1,1,9,8,3,0.8888888888888888,1.0,0,389
7202,1,82.0,82,82,82,1,1,46,1,1,1.0,1.0,0,82
7203,1,28.0,28,28,28,1,1,46,1,1,1.0,1.0,0,28
7204,1,23.0,23,23,23,1,1,46,1,1,1.0,1.0,0,23
7205,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
7207,2,33.0,66,33,33,2,2,29,2,1,1.0,1.0,0,66
7208,1,38.0,38,38,38,1,2,29,1,1,1.0,2.0,0,38
7209,4,48.75,195,62,28,1,1,29,4,2,1.0,1.0,0,195
7210,7,58.42857142857143,409,82,38,2,2,29,7,3,1.0,1.0,0,409
7211,3,39.666666666666664,119,48,33,1,1,9,3,3,1.0,1.0,0,119
7212,15,46.6,699,62,28,4,4,29,15,4,1.0,1.0,0,699
7213,3,49.0,147,57,38,2,2,29,3,1,1.0,1.0,0,147
7214,1,57.0,57,57,57,1,1,9,1,1,1.0,1.0,0,57
7215,3,49.0,147,57,38,2,2,29,3,1,1.0,1.0,0,147
7216,2,49.0,98,60,38,1,2,29,2,1,1.0,2.0,0,98
7217,4,41.75,167,48,28,1,1,29,4,1,1.0,1.0,0,167
7218,1,28.0,28,28,28,1,5,29,1,1,1.0,5.0,1,28
7219,1,28.0,28,28,28,1,1,29,1,1,1.0,1.0,0,28
7220,11,44.90909090909091,494,67,33,1,1,29,10,3,0.9090909090909091,1.0,0,494
7221,2,38.0,76,38,38,1,1,29,2,1,1.0,1.0,0,76
7222,9,42.44444444444444,382,48,28,1,1,29,7,2,0.7777777777777778,1.0,0,382
7224,3,34.666666666666664,104,38,33,3,3,10,3,2,1.0,1.0,0,104
7225,7,43.42857142857143,304,57,38,2,2,46,6,1,0.8571428571428571,1.0,0,304
7226,2,45.0,90,52,38,1,1,46,2,1,1.0,1.0,0,90
7227,20,44.65,893,62,38,2,4,9,9,3,0.45,2.0,0,893
7228,1,28.0,28,28,28,1,3,9,1,1,1.0,3.0,0,28
7229,1,38.0,38,38,38,1,1,29,1,1,1.0,1.0,0,38
7230,15,40.0,600,67,23,4,5,29,14,2,0.9333333333333333,1.25,1,600
7231,2,39.0,78,52,26,2,3,29,2,2,1.0,1.5,0,78
7233,27,47.7037037037037,1288,62,28,3,4,9,11,2,0.4074074074074074,1.3333333333333333,0,1288
7234,26,43.11538461538461,1121,62,23,3,3,29,22,4,0.8461538461538461,1.0,0,1121
7235,3,63.666666666666664,191,67,62,1,1,9,2,1,0.6666666666666666,1.0,0,191
7236,5,47.4,237,57,33,2,2,29,5,2,1.0,1.0,0,237
7237,9,33.44444444444444,301,52,23,3,3,24,9,4,1.0,1.0,0,301
7238,5,50.4,252,62,38,2,2,24,5,1,1.0,1.0,0,252
7239,2,61.0,122,62,60,1,1,29,2,1,1.0,1.0,0,122
7241,1,28.0,28,28,28,1,2,29,1,1,1.0,2.0,0,28
7242,1,43.0,43,43,43,1,3,29,1,1,1.0,3.0,0,43
7243,2,35.5,71,38,33,2,2,29,2,1,1.0,1.0,0,71
7244,1,57.0,57,57,57,1,1,29,1,1,1.0,1.0,0,57
